iso3c,country_name,year,wheat_production_tonnes,barley_production_tonnes,corn_production_tonnes,soybean_production_tonnes,wheat_export_tonnes,exchange_rate_local_per_usd,gdp_per_capita_usd_const2015,cpi_2015_100
KAZ,Kazakhstan,2011,,,,,,146.620833333333,9223.3021336315,108.452904661768
KAZ,Kazakhstan,2012,,,,,,149.1125,9531.91477617058,114.087774540991
KAZ,Kazakhstan,2013,,,,,,152.129166666667,9959.72586930534,120.867826977188
KAZ,Kazakhstan,2014,,,,,,179.191666666667,10226.7100539683,129.146608074122
KAZ,Kazakhstan,2015,,,,,,221.728333333333,10196.1226255982,137.771387734836
KAZ,Kazakhstan,2016,,,,,,342.16,10151.423313302,157.556866561297
KAZ,Kazakhstan,2017,,,,,,326.001022727273,10404.2718646317,169.283293508518
KAZ,Kazakhstan,2018,,,,,,344.705833333333,10670.2120148279,179.717344348263
KAZ,Kazakhstan,2019,,,,,,382.747310606061,10989.6840718388,189.302678517188
KAZ,Kazakhstan,2020,,,,,,412.953333333333,10565.0359816235,202.02032502464
KAZ,Kazakhstan,2021,,,,,,425.9075,10873.3915275276,218.265731563044
KAZ,Kazakhstan,2022,,,,,,460.165,11058.3482413407,251.066409830229
KAZ,Kazakhstan,2023,,,,,,456.165,11453.395272565,288.035913621386
KAZ,Kazakhstan,2024,,,,,,468.9625,11850.1694354961,313.496672430669
RUS,Russia,2000,,,,,,28.1291666666667,5323.66650390625,30.7595536540075
RUS,Russia,2001,,,,,,29.168525,5618.95556640625,37.3657852105703
RUS,Russia,2002,,,,,,31.3484833333333,5910.171875,43.2653684455772
RUS,Russia,2003,,,,,,30.692025,6370.45361328125,49.1768425137193
RUS,Russia,2004,,,,,,28.8137416666667,6856.67822265625,54.5315199244747
RUS,Russia,2005,,,,,,28.2844416666667,7323.38525390625,61.4490089758499
RUS,Russia,2006,,,,,,27.1909583333333,7949.89697265625,67.3903013768284
RUS,Russia,2007,,,,,,25.5808453675404,8640.40625,73.4603471089943
RUS,Russia,2008,,,,,,24.852875,9093.7001953125,83.8261661028973
RUS,Russia,2009,,,,,,31.7403583333333,8381.8681640625,93.5896759401721
RUS,Russia,2010,,,,,,30.3679153383059,8755.1201171875,100.0
RUS,Russia,2011,,,,,,29.3823413709302,9120.8203125,108.440464859326
RUS,Russia,2012,,,,,,30.8398313519917,9464.0107421875,113.943539767608
RUS,Russia,2013,,,,,,31.8371436402813,9601.537109375,121.638956306017
RUS,Russia,2014,,,,,,38.3782071444168,9493.8125,131.155272814079
RUS,Russia,2015,,,,,,60.9376501088951,9277.7138671875,151.529464141176
RUS,Russia,2016,,,,,,67.0559333333333,9269.3193359375,162.200847296653
RUS,Russia,2017,,,,,,58.3428011851719,9418.9140625,168.175238863746
RUS,Russia,2018,,,,,,62.6681333333334,9674.787109375,173.015822116403
RUS,Russia,2019,,,,,,64.7376583333333,9882.0244140625,180.750263654162
RUS,Russia,2020,,,,,,72.1049083333333,9632.3251953125,186.862621885623
RUS,Russia,2021,,,,,,73.65435,10231.318359375,199.372063343799
RUS,Russia,2022,,,,,,68.4849416666667,10119.0625,
RUS,Russia,2023,,,,,,85.1620083333333,10562.0263671875,
RUS,Russia,2024,,,,,,,11043.259765625,
UKR,Ukraine,2000,,,,,,,1409.22265625,34.8449503844237
UKR,Ukraine,2001,,,,,,,1547.2783203125,39.0119912864225
UKR,Ukraine,2002,,,,,,,1644.28125,39.3074762410188
UKR,Ukraine,2003,,,,,,,1814.25854492188,41.3434768691162
UKR,Ukraine,2004,,,,,,,2042.44494628906,45.0842627121277
UKR,Ukraine,2005,,,,,,,2122.6015625,51.2020062262193
UKR,Ukraine,2006,,,,,,,2298.13232421875,55.8370805949498
UKR,Ukraine,2007,,,,,,,2498.35205078125,63.0058803182289
UKR,Ukraine,2008,,,,,,,2567.69409179688,78.9000345901072
UKR,Ukraine,2009,,,,,,,2188.17016601563,91.4303009339329
UKR,Ukraine,2010,,,,,,,2285.93383789063,100.0
UKR,Ukraine,2011,,,,,,,2418.12084960938,107.955724662747
UKR,Ukraine,2012,,,,,,,2426.92944335938,108.569699066067
UKR,Ukraine,2013,,,,,,,2432.41625976563,108.310273261847
UKR,Ukraine,2014,,,,,,,2308.6435546875,121.385333794535
UKR,Ukraine,2015,,,,,,,2094.47387695313,180.499827049464
UKR,Ukraine,2016,,,,,,,2156.0830078125,205.612244897959
UKR,Ukraine,2017,,,,,,,2217.7529296875,235.299204427534
UKR,Ukraine,2018,,,,,,,2308.6669921875,261.068834313386
UKR,Ukraine,2019,,,,,,,2398.07836914063,281.658595641646
UKR,Ukraine,2020,,,,,,,2324.107421875,289.354894500173
UKR,Ukraine,2021,,,,,,,2426.6123046875,316.447595987548
UKR,Ukraine,2022,,,,,,,1874.66296386719,380.31822898651
UKR,Ukraine,2023,,,,,,,2164.26123046875,429.185402974749
UKR,Ukraine,2024,,,,,,,2219.04248046875,457.090971982013
USA,United States,2000,,,,,,1.0,48616.2546267835,78.9707207568715
USA,United States,2001,,,,,,1.0,48597.4246130164,81.2025684592531
USA,United States,2002,,,,,,1.0,48967.3661209521,82.490466876552
USA,United States,2003,,,,,,1.0,49905.5233079503,84.3630788186188
USA,United States,2004,,,,,,1.0,51348.3473392466,86.6216781201727
USA,United States,2005,,,,,,1.0,52649.5713058632,89.5605323721102
USA,United States,2006,,,,,,1.0,53596.3152369749,92.4497050827274
USA,United States,2007,,,,,,1.0,54152.8292653448,95.0869923788515
USA,United States,2008,,,,,,1.0,53703.9628962873,98.7374773853445
USA,United States,2009,,,,,,1.0,51863.6183424227,98.3864199710624
USA,United States,2010,,,,,,1.0,52812.682985453,100.0
USA,United States,2011,,,,,,1.0,53215.5362316915,103.156841568622
USA,United States,2012,,,,,,1.0,54000.8410760833,105.291504532867
USA,United States,2013,,,,,,1.0,54728.8601798884,106.833848874866
USA,United States,2014,,,,,,1.0,55665.2411167663,108.566932118964
USA,United States,2015,,,,,,1.0,56849.4697923159,108.695721960694
USA,United States,2016,,,,,,1.0,57430.8499282527,110.06700893427
USA,United States,2017,,,,,,1.0,58435.9707521832,112.411557302308
USA,United States,2018,,,,,,1.0,59817.6556796969,115.157303224791
USA,United States,2019,,,,,,1.0,61047.9648235152,117.244195476228
USA,United States,2020,,,,,,1.0,59484.0335530935,118.690501577198
USA,United States,2021,,,,,,1.0,62986.6563127547,124.266413825838
USA,United States,2022,,,,,,1.0,64198.4324880296,134.21120616846
USA,United States,2023,,,,,,1.0,65505.2557007675,139.73579356326
USA,United States,2024,,,,,,1.0,66682.6147044553,143.857336014608
ZAF,South Africa,2000,,,,,,6.93982833333333,4700.87555500704,59.9904778972521
ZAF,South Africa,2001,,,,,,8.60918083333334,4786.482450463,63.4110718552654
ZAF,South Africa,2002,,,,,,10.5407466666667,4916.81498068625,69.4317716333845
ZAF,South Africa,2003,,,,,,7.56474916666667,5011.62223150169,73.3750964328383
ZAF,South Africa,2004,,,,,,6.4596925,5187.35683424034,72.867311827957
ZAF,South Africa,2005,,,,,,6.35932833333333,5406.07581377638,74.3704574159413
ZAF,South Africa,2006,,,,,,6.77154916666667,5650.9883176549,76.7829663765148
ZAF,South Africa,2007,,,,,,7.045365,5891.42069421698,81.52647380099
ZAF,South Africa,2008,,,,,,8.26122333333333,6009.71963138635,89.6057347670251
ZAF,South Africa,2009,,,,,,8.47367415824888,5847.05811084505,96.0914831882574
ZAF,South Africa,2010,,,,,,7.32122196115288,5953.94506512821,100.0
ZAF,South Africa,2011,,,,,,7.26113213232734,6067.12482726885,105.00085338795
ZAF,South Africa,2012,,,,,,8.20996862659332,6121.55783860713,111.025772316095
ZAF,South Africa,2013,,,,,,9.65505606913526,6170.87670863373,117.443249701314
ZAF,South Africa,2014,,,,,,10.8526555687831,6155.00589462516,124.645844000683
ZAF,South Africa,2015,,,,,,12.7589308811644,6112.27382485974,130.278204471753
ZAF,South Africa,2016,,,,,,14.7096108855267,6095.295060428,138.880355009387
ZAF,South Africa,2017,,,,,,13.3238014244992,6125.6920507497,146.082949308756
ZAF,South Africa,2018,,,,,,13.2339264715833,6117.2701406047,152.671104284007
ZAF,South Africa,2019,,,,,,14.4484270548333,6032.82972598668,158.934971838198
ZAF,South Africa,2020,,,,,,16.4591053903333,5569.58483319272,164.072367298174
ZAF,South Africa,2021,,,,,,14.7786782139167,5756.19549409213,171.650452295614
ZAF,South Africa,2022,,,,,,16.3558534845,5783.86090401536,183.73442566991
ZAF,South Africa,2023,,,,,,18.4502441785,5747.41965026414,194.89674005803
ZAF,South Africa,2024,,,,,,18.3286575505,5708.96442241707,203.396484041645
